itemcode	itemname	date	close_val	change_val	open_val	high_val	low_val
NYM@CL	WTI(서부텍사스유) 	20150527	57.51	-0.52	58.32	58.95	57.36
NYM@CL	WTI(서부텍사스유) 	20150602	61.26	1.06	60.18	61.58	60.09
NYM@CL	WTI(서부텍사스유) 	20150605	59.13	1.13	57.99	59.23	56.83
NYM@CL	WTI(서부텍사스유) 	20150608	58.14	-0.99	58.96	59.13	57.86
NYM@CL	WTI(서부텍사스유) 	20150611	60.77	-0.66	61.14	61.53	60.21
NYM@CL	WTI(서부텍사스유) 	20150617	59.92	-0.05	60.03	61.38	58.85
NYM@CL	WTI(서부텍사스유) 	20150623	61.01	0.63	60.21	61.49	59.55
NYM@CL	WTI(서부텍사스유) 	20150626	59.63	-0.07	59.66	59.96	58.76
NYM@CL	WTI(서부텍사스유) 	20150629	58.33	-1.3	58.84	59.27	58.04
NYM@CL	WTI(서부텍사스유) 	20150701	56.96	-2.51	58.98	58.98	56.68
NYM@CL	WTI(서부텍사스유) 	20150707	52.33	-0.2	52.75	53.43	50.58
NYM@CL	WTI(서부텍사스유) 	20150710	52.74	-0.04	52.48	53.89	51.96
NYM@CL	WTI(서부텍사스유) 	20150713	52.2	-0.54	52.15	53.17	51.26
NYM@CL	WTI(서부텍사스유) 	20150716	50.91	-0.5	51.62	52.17	50.84
NYM@CL	WTI(서부텍사스유) 	20150722	49.19	-1.67	50.71	50.71	49.04
NYM@CL	WTI(서부텍사스유) 	20150728	47.98	0.59	47.02	48.44	46.68
NYM@CL	WTI(서부텍사스유) 	20150731	47.12	-1.4	48.47	48.62	46.7
NYM@CL	WTI(서부텍사스유) 	20150803	45.17	-1.95	46.86	46.94	45.08
NYM@CL	WTI(서부텍사스유) 	20150806	44.66	-0.49	45.16	45.27	44.2
NYM@CL	WTI(서부텍사스유) 	20150812	43.3	0.22	43.27	43.87	42.8
NYM@CL	WTI(서부텍사스유) 	20150818	42.62	0.75	41.88	42.9	41.43
NYM@CL	WTI(서부텍사스유) 	20150821	40.45	-0.87	41.03	41.4	39.86
NYM@CL	WTI(서부텍사스유) 	20150824	38.24	-2.21	40.3	40.47	37.75
NYM@CL	WTI(서부텍사스유) 	20150827	42.56	3.96	38.96	42.86	38.96
NYM@CL	WTI(서부텍사스유) 	20150902	46.25	0.84	44.26	46.77	43.21
NYM@CL	WTI(서부텍사스유) 	20150908	45.94	-0.11	45.82	46.41	44.15
NYM@CL	WTI(서부텍사스유) 	20150911	44.63	-1.29	45.71	45.88	44.16
NYM@CL	WTI(서부텍사스유) 	20150914	44.0	-0.63	44.78	44.97	43.59
NYM@CL	WTI(서부텍사스유) 	20150917	46.9	-0.25	47.13	47.71	46.33
NYM@CL	WTI(서부텍사스유) 	20150923	44.48	-1.88	46.54	47.15	44.41
NYM@CL	WTI(서부텍사스유) 	20150929	45.23	0.8	44.5	45.7	44.3
NYM@CL	WTI(서부텍사스유) 	20151001	44.74	-0.35	45.38	47.1	44.63
NYM@CL	WTI(서부텍사스유) 	20151007	47.81	-0.72	49.0	49.71	47.7
NYM@CL	WTI(서부텍사스유) 	20151013	46.66	-0.44	47.46	48.43	46.44
NYM@CL	WTI(서부텍사스유) 	20151016	47.26	0.88	46.87	47.5	46.16
NYM@CL	WTI(서부텍사스유) 	20151019	45.89	-1.37	47.27	47.49	45.85
NYM@CL	WTI(서부텍사스유) 	20151022	45.38	0.18	45.27	46.1	44.9
NYM@CL	WTI(서부텍사스유) 	20151028	45.94	2.74	43.44	46.22	43.06
NYM@CL	WTI(서부텍사스유) 	20151103	47.9	1.76	46.11	48.36	45.96
NYM@CL	WTI(서부텍사스유) 	20151106	44.29	-0.91	45.41	45.64	44.11
NYM@CL	WTI(서부텍사스유) 	20151109	43.87	-0.42	44.52	45.12	43.64
NYM@CL	WTI(서부텍사스유) 	20151112	41.75	-1.18	43.05	43.33	41.54
NYM@CL	WTI(서부텍사스유) 	20151118	40.75	0.08	41.11	41.55	39.91
NYM@CL	WTI(서부텍사스유) 	20151124	42.87	1.12	42.04	43.46	41.86
NYM@CL	WTI(서부텍사스유) 	20151127	41.71	-1.33	43.25	43.3	41.67
NYM@CL	WTI(서부텍사스유) 	20151130	41.65	-0.06	41.77	42.61	41.5
NYM@CL	WTI(서부텍사스유) 	20151202	39.94	-1.91	41.69	41.97	39.84
NYM@CL	WTI(서부텍사스유) 	20151208	37.51	-0.14	37.68	38.58	36.64
NYM@CL	WTI(서부텍사스유) 	20151211	35.62	-1.14	36.63	36.84	35.16
NYM@CL	WTI(서부텍사스유) 	20151214	36.31	0.69	35.4	36.7	34.53
NYM@CL	WTI(서부텍사스유) 	20151217	34.95	-0.57	35.8	35.84	34.63
NYM@CL	WTI(서부텍사스유) 	20151223	37.5	1.36	36.47	37.95	36.28
NYM@CL	WTI(서부텍사스유) 	20151229	37.87	1.06	36.7	37.94	36.66
NYM@CL	WTI(서부텍사스유) 	20160106	33.97	-2.0	36.18	36.39	33.77
NYM@CL	WTI(서부텍사스유) 	20160112	30.44	-0.97	31.11	32.21	29.93
NYM@CL	WTI(서부텍사스유) 	20160115	29.42	-1.78	31.18	31.18	29.13
NYM@CL	WTI(서부텍사스유) 	20160118	28.94	-0.48	29.2	29.84	28.36
NYM@CL	WTI(서부텍사스유) 	20160121	29.53	1.18	28.35	30.25	27.87
NYM@CL	WTI(서부텍사스유) 	20160127	32.3	0.85	30.55	32.84	30.14
NYM@CL	WTI(서부텍사스유) 	20160202	29.88	-1.74	31.37	31.53	29.57
NYM@CL	WTI(서부텍사스유) 	20160205	30.89	-0.83	31.64	32.45	30.63
NYM@CL	WTI(서부텍사스유) 	20160208	29.69	-1.2	30.97	31.38	29.57
NYM@CL	WTI(서부텍사스유) 	20160211	26.21	-1.24	27.34	27.48	26.05
NYM@CL	WTI(서부텍사스유) 	20160217	30.66	1.62	29.14	31.49	28.73
NYM@CL	WTI(서부텍사스유) 	20160223	31.87	-1.52	33.34	33.53	31.22
NYM@CL	WTI(서부텍사스유) 	20160226	32.78	-0.29	33.04	34.69	32.64
NYM@CL	WTI(서부텍사스유) 	20160229	33.75	0.97	32.72	33.98	32.32
NYM@CL	WTI(서부텍사스유) 	20160301	34.4	0.65	33.9	34.76	33.37
NYM@CL	WTI(서부텍사스유) 	20160304	35.92	1.35	34.66	36.34	34.4
NYM@CL	WTI(서부텍사스유) 	20160307	37.9	1.98	36.2	38.11	36.09
NYM@CL	WTI(서부텍사스유) 	20160310	37.84	-0.45	38.17	38.48	37.21
NYM@CL	WTI(서부텍사스유) 	20160316	38.46	2.12	36.74	38.63	36.61
NYM@CL	WTI(서부텍사스유) 	20160322	41.45	-0.07	41.59	41.9	40.77
NYM@CL	WTI(서부텍사스유) 	20160328	39.39	-0.07	39.55	40.14	38.86
NYM@CL	WTI(서부텍사스유) 	20160331	38.34	0.02	38.3	39.04	37.57
NYM@CL	WTI(서부텍사스유) 	20160406	37.75	1.86	36.52	37.9	36.43
NYM@CL	WTI(서부텍사스유) 	20160412	42.17	1.81	40.35	42.25	40.09
NYM@CL	WTI(서부텍사스유) 	20160415	40.36	-1.14	41.43	41.73	39.98
NYM@CL	WTI(서부텍사스유) 	20160418	39.78	-0.58	38.75	40.24	37.61
NYM@CL	WTI(서부텍사스유) 	20160421	43.18	-1.0	43.97	44.49	43.05
NYM@CL	WTI(서부텍사스유) 	20160427	45.33	1.29	44.64	45.62	43.77
NYM@CL	WTI(서부텍사스유) 	20160502	44.78	-1.14	45.9	46.15	44.54
NYM@CL	WTI(서부텍사스유) 	20160505	44.32	0.54	44.04	46.07	43.96
NYM@CL	WTI(서부텍사스유) 	20160511	46.23	1.57	44.6	46.36	43.96
NYM@CL	WTI(서부텍사스유) 	20160517	48.31	0.59	47.9	48.76	47.53
NYM@CL	WTI(서부텍사스유) 	20160520	48.41	-0.26	48.72	49.29	47.95
NYM@CL	WTI(서부텍사스유) 	20160523	48.08	-0.33	48.46	48.5	47.4
NYM@CL	WTI(서부텍사스유) 	20160526	49.48	-0.08	49.7	50.21	49.22
NYM@CL	WTI(서부텍사스유) 	20160601	49.01	-0.09	48.82	49.25	47.75
NYM@CL	WTI(서부텍사스유) 	20160607	50.36	0.67	49.71	50.53	49.44
NYM@CL	WTI(서부텍사스유) 	20160610	49.07	-1.49	50.47	50.73	48.8
NYM@CL	WTI(서부텍사스유) 	20160613	48.88	-0.19	48.85	49.28	48.16
NYM@CL	WTI(서부텍사스유) 	20160616	46.21	-1.8	47.45	47.75	45.91
NYM@CL	WTI(서부텍사스유) 	20160622	49.13	-0.72	50.22	50.54	48.4
NYM@CL	WTI(서부텍사스유) 	20160628	47.85	1.52	46.59	48.18	46.54
NYM@CL	WTI(서부텍사스유) 	20160706	47.43	0.83	46.83	47.95	45.92
NYM@CL	WTI(서부텍사스유) 	20160712	46.8	2.04	44.58	46.93	44.51
NYM@CL	WTI(서부텍사스유) 	20160715	45.95	0.27	45.52	46.33	45.05
NYM@CL	WTI(서부텍사스유) 	20160718	45.24	-0.71	46.12	46.14	44.86
NYM@CL	WTI(서부텍사스유) 	20160721	44.75	-1.0	45.65	46.09	44.52
NYM@CL	WTI(서부텍사스유) 	20160727	41.92	-1.0	42.66	43.2	41.68
NYM@CL	WTI(서부텍사스유) 	20160802	39.51	-0.55	40.08	40.91	39.26
NYM@CL	WTI(서부텍사스유) 	20160805	41.8	-0.13	41.84	42.1	41.06
NYM@CL	WTI(서부텍사스유) 	20160808	43.02	1.22	41.99	43.39	41.81
NYM@CL	WTI(서부텍사스유) 	20160811	43.49	1.78	41.48	43.86	41.1
NYM@CL	WTI(서부텍사스유) 	20160817	46.79	0.21	46.37	46.95	45.84
NYM@CL	WTI(서부텍사스유) 	20160823	48.1	0.69	47.39	48.32	46.59
NYM@CL	WTI(서부텍사스유) 	20160826	47.64	0.31	47.37	48.46	46.94
NYM@CL	WTI(서부텍사스유) 	20160829	46.98	-0.66	47.22	47.28	46.62
NYM@CL	WTI(서부텍사스유) 	20160901	43.16	-1.54	44.85	45.08	43.0
NYM@CL	WTI(서부텍사스유) 	20160907	45.5	0.67	44.85	46.17	44.55
NYM@CL	WTI(서부텍사스유) 	20160913	44.9	-1.39	46.06	46.13	44.77
NYM@CL	WTI(서부텍사스유) 	20160916	43.03	-0.88	43.71	43.75	42.74
NYM@CL	WTI(서부텍사스유) 	20160919	43.3	0.27	43.18	44.15	43.16
NYM@CL	WTI(서부텍사스유) 	20160922	46.32	0.98	45.62	46.52	45.52
NYM@CL	WTI(서부텍사스유) 	20160928	47.05	2.38	44.96	47.45	44.35
NYM@CL	WTI(서부텍사스유) 	20161003	48.81	0.57	48.04	49.02	47.78
NYM@CL	WTI(서부텍사스유) 	20161006	50.44	0.61	49.65	50.63	49.33
NYM@CL	WTI(서부텍사스유) 	20161012	50.18	-0.61	50.84	51.17	49.89
NYM@CL	WTI(서부텍사스유) 	20161018	50.29	0.35	50.04	50.78	49.76
NYM@CL	WTI(서부텍사스유) 	20161021	50.85	0.22	50.66	51.02	50.21
NYM@CL	WTI(서부텍사스유) 	20161024	50.52	-0.33	50.85	50.98	49.62
NYM@CL	WTI(서부텍사스유) 	20161027	49.72	0.54	49.22	50.06	49.0
NYM@CL	WTI(서부텍사스유) 	20161102	45.34	-1.33	46.32	46.47	44.96
NYM@CL	WTI(서부텍사스유) 	20161108	44.98	0.09	44.97	45.39	44.41
NYM@CL	WTI(서부텍사스유) 	20161111	43.41	-1.25	44.35	44.63	43.03
NYM@CL	WTI(서부텍사스유) 	20161114	43.32	-0.09	43.2	43.81	42.2
NYM@CL	WTI(서부텍사스유) 	20161117	45.42	-0.15	45.37	46.58	44.88
NYM@CL	WTI(서부텍사스유) 	20161123	47.96	-0.07	47.94	48.43	47.4
NYM@CL	WTI(서부텍사스유) 	20161129	45.23	-1.85	46.88	46.98	44.82
NYM@CL	WTI(서부텍사스유) 	20161201	51.06	1.62	49.07	51.8	48.99
NYM@CL	WTI(서부텍사스유) 	20161207	49.77	-1.16	50.93	51.2	49.72
NYM@CL	WTI(서부텍사스유) 	20161213	52.98	0.15	52.51	53.41	52.35
NYM@CL	WTI(서부텍사스유) 	20161216	51.9	1.0	51.1	52.08	50.5
NYM@CL	WTI(서부텍사스유) 	20161219	52.12	0.22	52.15	52.52	51.51
NYM@CL	WTI(서부텍사스유) 	20161222	52.95	0.46	52.52	53.19	52.08
NYM@CL	WTI(서부텍사스유) 	20161228	54.06	0.16	53.93	54.37	53.56
NYM@CL	WTI(서부텍사스유) 	20170105	53.76	0.5	53.39	54.12	52.79
NYM@CL	WTI(서부텍사스유) 	20170111	52.25	1.43	50.81	52.78	50.75
NYM@CL	WTI(서부텍사스유) 	20170117	52.48	0.11	52.55	53.52	52.12
NYM@CL	WTI(서부텍사스유) 	20170120	52.42	1.05	51.45	52.9	51.39
NYM@CL	WTI(서부텍사스유) 	20170123	52.75	-0.47	53.33	53.47	52.21
NYM@CL	WTI(서부텍사스유) 	20170126	53.78	1.03	52.96	54.06	52.79
NYM@CL	WTI(서부텍사스유) 	20170201	53.88	1.07	52.76	53.91	52.64
NYM@CL	WTI(서부텍사스유) 	20170207	52.17	-0.84	53.14	53.24	51.63
NYM@CL	WTI(서부텍사스유) 	20170210	53.86	0.86	53.15	54.13	52.9
NYM@CL	WTI(서부텍사스유) 	20170213	52.93	-0.93	53.8	53.95	52.77
NYM@CL	WTI(서부텍사스유) 	20170216	53.36	0.25	53.01	53.59	52.68
NYM@CL	WTI(서부텍사스유) 	20170222	53.59	-0.74	54.26	54.6	53.35
NYM@CL	WTI(서부텍사스유) 	20170228	54.01	-0.04	54.04	54.23	53.18
NYM@CL	WTI(서부텍사스유) 	20170303	53.33	0.72	52.58	53.39	52.55
NYM@CL	WTI(서부텍사스유) 	20170306	53.2	-0.13	53.19	53.56	52.76
NYM@CL	WTI(서부텍사스유) 	20170309	49.28	-1.0	50.22	50.84	48.59
NYM@CL	WTI(서부텍사스유) 	20170315	48.86	1.14	48.76	49.04	48.16
NYM@CL	WTI(서부텍사스유) 	20170321	47.34	-0.88	47.93	48.73	47.23
NYM@CL	WTI(서부텍사스유) 	20170324	47.97	0.27	47.67	48.2	47.54
NYM@CL	WTI(서부텍사스유) 	20170327	47.73	-0.24	48.12	48.28	47.08
NYM@CL	WTI(서부텍사스유) 	20170330	50.35	0.84	49.6	50.47	49.27
NYM@CL	WTI(서부텍사스유) 	20170405	51.15	0.12	51.18	51.88	50.74
NYM@CL	WTI(서부텍사스유) 	20170411	53.4	0.32	53.13	53.45	52.7
NYM@CL	WTI(서부텍사스유) 	20170417	52.65	-0.53	52.97	53.21	52.55
NYM@CL	WTI(서부텍사스유) 	20170420	50.27	-0.17	50.63	50.97	50.18
NYM@CL	WTI(서부텍사스유) 	20170426	49.62	0.06	49.36	50.2	48.94
NYM@CL	WTI(서부텍사스유) 	20170501	48.84	-0.49	49.17	49.32	48.59
NYM@CL	WTI(서부텍사스유) 	20170504	45.52	-2.3	47.6	47.75	45.29
NYM@CL	WTI(서부텍사스유) 	20170510	47.33	1.45	46.18	47.78	46.01
NYM@CL	WTI(서부텍사스유) 	20170516	48.66	-0.19	48.82	49.38	48.17
NYM@CL	WTI(서부텍사스유) 	20170519	50.33	0.98	49.4	50.53	49.3
NYM@CL	WTI(서부텍사스유) 	20170522	50.73	0.4	50.6	51.06	50.44
NYM@CL	WTI(서부텍사스유) 	20170525	48.9	-2.46	51.25	52.0	48.45
NYM@CL	WTI(서부텍사스유) 	20170531	48.32	-1.34	49.65	49.71	47.73
NYM@CL	WTI(서부텍사스유) 	20170606	48.19	0.79	47.4	48.4	46.94
NYM@CL	WTI(서부텍사스유) 	20170609	45.83	0.19	45.71	46.18	45.27
NYM@CL	WTI(서부텍사스유) 	20170612	46.08	0.25	45.8	46.71	45.66
NYM@CL	WTI(서부텍사스유) 	20170615	44.46	-0.27	44.69	44.81	44.22
NYM@CL	WTI(서부텍사스유) 	20170621	42.53	-0.98	43.38	44.2	42.05
NYM@CL	WTI(서부텍사스유) 	20170627	44.24	0.86	43.49	44.44	43.32
NYM@CL	WTI(서부텍사스유) 	20170630	46.04	1.11	44.89	46.35	44.88
NYM@CL	WTI(서부텍사스유) 	20170705	45.13	-1.94	47.04	47.32	44.51
NYM@CL	WTI(서부텍사스유) 	20170711	45.04	0.64	44.58	45.81	43.83
NYM@CL	WTI(서부텍사스유) 	20170714	46.54	0.46	46.08	46.74	45.8
NYM@CL	WTI(서부텍사스유) 	20170717	46.02	-0.52	46.68	46.88	45.89
NYM@CL	WTI(서부텍사스유) 	20170720	46.79	-0.33	47.09	47.55	46.66
NYM@CL	WTI(서부텍사스유) 	20170726	48.75	0.86	48.51	48.87	47.86
NYM@CL	WTI(서부텍사스유) 	20170801	49.16	-1.01	50.21	50.43	48.37
NYM@CL	WTI(서부텍사스유) 	20170804	49.58	0.55	48.95	49.64	48.5
NYM@CL	WTI(서부텍사스유) 	20170807	49.39	-0.19	49.59	49.73	48.54
NYM@CL	WTI(서부텍사스유) 	20170810	48.59	-0.97	49.68	50.22	48.35
NYM@CL	WTI(서부텍사스유) 	20170816	46.78	-0.77	47.72	47.99	46.67
NYM@CL	WTI(서부텍사스유) 	20170822	47.64	0.27	47.45	48.03	47.2
NYM@CL	WTI(서부텍사스유) 	20170825	47.87	0.44	47.62	47.91	47.39
NYM@CL	WTI(서부텍사스유) 	20170828	46.57	-1.3	47.89	48.2	46.15
NYM@CL	WTI(서부텍사스유) 	20170831	47.23	1.27	45.95	47.47	45.58
NYM@CL	WTI(서부텍사스유) 	20170906	49.16	0.5	48.59	49.42	48.52
NYM@CL	WTI(서부텍사스유) 	20170912	48.23	0.16	48.12	48.44	47.73
NYM@CL	WTI(서부텍사스유) 	20170915	49.89		49.72	50.13	49.41
NYM@CL	WTI(서부텍사스유) 	20170918	49.91	0.02	49.85	50.33	49.19
NYM@CL	WTI(서부텍사스유) 	20170921	50.55	-0.14	50.72	50.81	50.07
NYM@CL	WTI(서부텍사스유) 	20170927	52.14	0.26	52.09	52.34	51.63
NYM@CL	WTI(서부텍사스유) 	20171002	50.58	-1.09	51.64	51.71	50.07
NYM@CL	WTI(서부텍사스유) 	20171005	50.79	0.81	49.88	51.22	49.85
NYM@CL	WTI(서부텍사스유) 	20171011	51.3	0.38	50.94	51.42	50.61
NYM@CL	WTI(서부텍사스유) 	20171017	52.11	-0.03	52.2	52.51	51.48
NYM@CL	WTI(서부텍사스유) 	20171020	51.84	0.33	51.59	52.09	50.87
NYM@CL	WTI(서부텍사스유) 	20171023	51.9	0.06	52.07	52.3	51.68
NYM@CL	WTI(서부텍사스유) 	20171026	52.64	0.46	52.19	52.86	51.91
NYM@CL	WTI(서부텍사스유) 	20171101	54.3	-0.08	54.65	55.22	53.89
NYM@CL	WTI(서부텍사스유) 	20171107	57.2	-0.15	57.27	57.69	56.83
NYM@CL	WTI(서부텍사스유) 	20171110	56.74	-0.43	57.02	57.35	56.55
NYM@CL	WTI(서부텍사스유) 	20171113	56.76	0.02	56.9	57.15	56.3
NYM@CL	WTI(서부텍사스유) 	20171116	55.14	-0.19	55.3	55.62	54.93
NYM@CL	WTI(서부텍사스유) 	20171122	58.02	1.19	57.12	58.15	57.03
NYM@CL	WTI(서부텍사스유) 	20171128	57.99	-0.12	57.86	58.11	57.42
NYM@CL	WTI(서부텍사스유) 	20171206	55.96	-1.66	57.45	57.57	55.87
NYM@CL	WTI(서부텍사스유) 	20171212	57.14	-0.85	58.02	58.56	56.85
NYM@CL	WTI(서부텍사스유) 	20171215	57.3	0.26	57.15	57.49	56.94
NYM@CL	WTI(서부텍사스유) 	20171218	57.16	-0.14	57.37	57.78	56.82
NYM@CL	WTI(서부텍사스유) 	20171221	58.36	0.27	58.02	58.38	57.63
NYM@CL	WTI(서부텍사스유) 	20171227	59.64	-0.33	59.79	59.93	59.33
NYM@CL	WTI(서부텍사스유) 	20180104	62.01	0.38	61.96	62.21	61.59
NYM@CL	WTI(서부텍사스유) 	20180110	63.57	0.61	63.41	63.67	63.09
NYM@CL	WTI(서부텍사스유) 	20180116	63.73	-0.57	64.43	64.89	63.39
NYM@CL	WTI(서부텍사스유) 	20180119	63.37	-0.58	63.74	63.77	62.85
NYM@CL	WTI(서부텍사스유) 	20180122	63.49	0.12	63.61	64.14	63.17
NYM@CL	WTI(서부텍사스유) 	20180125	65.51	-0.1	65.88	66.66	65.08
NYM@CL	WTI(서부텍사스유) 	20180131	64.73	0.23	64.03	64.94	63.67
NYM@CL	WTI(서부텍사스유) 	20180206	63.39	-0.76	63.43	64.29	63.12
NYM@CL	WTI(서부텍사스유) 	20180209	59.2	-1.95	60.43	60.77	58.07
NYM@CL	WTI(서부텍사스유) 	20180212	59.29	0.09	59.12	60.83	59.1
NYM@CL	WTI(서부텍사스유) 	20180215	61.34	0.74	60.71	61.64	59.72
NYM@CL	WTI(서부텍사스유) 	20180221	61.68	-0.11	61.63	61.86	60.92
NYM@CL	WTI(서부텍사스유) 	20180227	63.01	-0.9	64.06	64.08	62.64
NYM@CL	WTI(서부텍사스유) 	20180302	61.25	0.26	61.34	61.6	60.13
NYM@CL	WTI(서부텍사스유) 	20180305	62.57	1.32	61.55	62.79	61.1
NYM@CL	WTI(서부텍사스유) 	20180308	60.12	-1.03	61.33	61.4	59.95
NYM@CL	WTI(서부텍사스유) 	20180314	60.96	0.25	60.87	61.33	60.11
NYM@CL	WTI(서부텍사스유) 	20180320	63.54	1.41	62.2	63.98	62.13
NYM@CL	WTI(서부텍사스유) 	20180323	65.88	1.58	64.28	66.0	64.11
NYM@CL	WTI(서부텍사스유) 	20180326	65.55	-0.33	65.9	66.55	65.08
NYM@CL	WTI(서부텍사스유) 	20180329	64.94	0.56	64.69	65.26	64.16
NYM@CL	WTI(서부텍사스유) 	20180404	63.37	-0.14	63.59	63.64	62.06
NYM@CL	WTI(서부텍사스유) 	20180410	65.51	2.09	63.3	65.86	63.2
NYM@CL	WTI(서부텍사스유) 	20180413	67.39	0.32	67.18	67.76	66.7
NYM@CL	WTI(서부텍사스유) 	20180416	66.22	-1.17	67.24	67.74	66.13
NYM@CL	WTI(서부텍사스유) 	20180419	68.29	-0.18	68.75	69.56	67.98
NYM@CL	WTI(서부텍사스유) 	20180425	68.05	0.35	67.75	68.18	67.11
NYM@CL	WTI(서부텍사스유) 	20180503	68.43	0.5	67.68	68.6	67.21
NYM@CL	WTI(서부텍사스유) 	20180509	71.14	2.08	70.05	71.36	69.85
NYM@CL	WTI(서부텍사스유) 	20180515	71.31	0.35	71.15	71.92	70.42
NYM@CL	WTI(서부텍사스유) 	20180518	71.28	-0.21	71.6	71.75	70.99
NYM@CL	WTI(서부텍사스유) 	20180521	72.24	0.96	71.47	72.59	71.25
NYM@CL	WTI(서부텍사스유) 	20180524	70.71	-1.13	71.83	72.0	70.52
NYM@CL	WTI(서부텍사스유) 	20180530	68.21	1.48	66.85	68.67	66.35
NYM@CL	WTI(서부텍사스유) 	20180605	65.52	0.77	64.94	65.57	64.22
NYM@CL	WTI(서부텍사스유) 	20180608	65.74	-0.21	65.98	66.24	65.15
NYM@CL	WTI(서부텍사스유) 	20180611	66.1	0.36	65.56	66.35	64.85
NYM@CL	WTI(서부텍사스유) 	20180614	66.89	0.25	66.62	67.16	66.36
NYM@CL	WTI(서부텍사스유) 	20180620	65.71	0.81	64.93	66.35	64.79
NYM@CL	WTI(서부텍사스유) 	20180626	70.53	2.45	68.21	70.91	67.72
NYM@CL	WTI(서부텍사스유) 	20180629	74.15	0.7	73.33	74.46	72.93
NYM@CL	WTI(서부텍사스유) 	20180710	74.11	0.26	74.04	74.7	73.65
NYM@CL	WTI(서부텍사스유) 	20180713	71.01	0.68	70.38	71.66	69.84
NYM@CL	WTI(서부텍사스유) 	20180716	68.06	-2.95	70.52	70.87	67.58
NYM@CL	WTI(서부텍사스유) 	20180719	69.46	0.7	69.0	70.17	67.8
NYM@CL	WTI(서부텍사스유) 	20180725	69.3	0.78	68.77	69.7	68.2
NYM@CL	WTI(서부텍사스유) 	20180731	68.76	-1.37	70.05	70.22	67.98
NYM@CL	WTI(서부텍사스유) 	20180803	68.49	-0.47	68.99	69.24	67.87
NYM@CL	WTI(서부텍사스유) 	20180806	69.01	0.52	68.65	69.92	68.5
NYM@CL	WTI(서부텍사스유) 	20180809	66.81	-0.13	66.79	67.41	66.49
NYM@CL	WTI(서부텍사스유) 	20180815	65.01	-2.03	66.62	66.9	64.51
NYM@CL	WTI(서부텍사스유) 	20180821	65.84	0.42	65.44	66.49	65.31
NYM@CL	WTI(서부텍사스유) 	20180824	68.72	0.89	67.9	69.31	67.78
NYM@CL	WTI(서부텍사스유) 	20180827	68.87	0.15	68.57	68.97	68.34
NYM@CL	WTI(서부텍사스유) 	20180830	70.25	0.74	69.71	70.5	69.55
NYM@CL	WTI(서부텍사스유) 	20180905	68.72	-1.15	69.43	69.59	68.56
NYM@CL	WTI(서부텍사스유) 	20180911	69.25	1.71	67.53	70.01	67.48
NYM@CL	WTI(서부텍사스유) 	20180914	68.99	0.4	68.79	69.91	67.94
NYM@CL	WTI(서부텍사스유) 	20180917	68.91	-0.08	68.93	69.72	68.53
NYM@CL	WTI(서부텍사스유) 	20180920	70.32	-0.45	70.98	71.35	70.03
NYM@CL	WTI(서부텍사스유) 	20180926	71.57	-0.71	72.09	72.38	71.47
NYM@CL	WTI(서부텍사스유) 	20181001	75.3	2.05	73.29	75.77	72.95
NYM@CL	WTI(서부텍사스유) 	20181004	74.33	-2.08	76.18	76.47	73.88
NYM@CL	WTI(서부텍사스유) 	20181010	73.17	-1.79	74.66	75.08	72.38
NYM@CL	WTI(서부텍사스유) 	20181016	71.92	0.14	71.72	72.29	71.02
NYM@CL	WTI(서부텍사스유) 	20181019	69.12	0.47	68.68	69.77	68.56
NYM@CL	WTI(서부텍사스유) 	20181022	69.36	0.08	69.6	69.84	68.46
NYM@CL	WTI(서부텍사스유) 	20181025	67.33	0.51	66.36	67.65	65.99
NYM@CL	WTI(서부텍사스유) 	20181031	65.31	-0.87	66.32	67.0	64.81
NYM@CL	WTI(서부텍사스유) 	20181106	62.21	-0.89	62.73	63.32	61.31
NYM@CL	WTI(서부텍사스유) 	20181109	60.19	-0.48	60.75	60.79	59.26
NYM@CL	WTI(서부텍사스유) 	20181112	59.93	-0.26	60.7	61.28	58.68
NYM@CL	WTI(서부텍사스유) 	20181115	56.46	0.21	56.02	57.26	55.59
NYM@CL	WTI(서부텍사스유) 	20181121	54.63	1.2	53.39	55.86	53.39
NYM@CL	WTI(서부텍사스유) 	20181127	51.56	-0.07	51.54	52.38	50.3
NYM@CL	WTI(서부텍사스유) 	20181130	50.93	-0.52	51.27	51.79	49.65
NYM@CL	WTI(서부텍사스유) 	20181205	52.89	-0.36	52.59	54.44	52.16
NYM@CL	WTI(서부텍사스유) 	20181211	51.65	0.65	50.89	52.43	50.7
NYM@CL	WTI(서부텍사스유) 	20181214	51.2	-1.38	52.83	52.95	50.84
NYM@CL	WTI(서부텍사스유) 	20181217	49.88	-1.32	51.25	51.87	49.01
NYM@CL	WTI(서부텍사스유) 	20181220	45.88	-2.29	47.39	47.51	45.67
NYM@CL	WTI(서부텍사스유) 	20181226	46.22	3.69	42.85	47.0	42.52
NYM@DC	두바이유	20150107	48.23	0.06	48.23	48.23	48.23
NYM@DC	두바이유	20150113	45.35	-0.6	45.35	45.35	45.35
NYM@DC	두바이유	20150116	46.11	0.53	46.11	46.11	46.11
NYM@DC	두바이유	20150122	45.39	-0.14	45.39	45.39	45.39
NYM@DC	두바이유	20150128	45.53	-0.11	45.53	45.53	45.53
NYM@DC	두바이유	20150203	52.88	0.68	52.88	52.88	52.88
NYM@DC	두바이유	20150206	54.48	0.83	54.48	54.48	54.48
