date	deal_val	change_val	change_rate	buy_val	sell_val	deposit_val	withdraw_val	international_val	usd_rate
20180704	45131.27	503.06	1.12722	47387.83	42874.71	45582.58	44679.96	1256.83	1117.00
20180710	44964.92	-133.80	-0.29668	47213.16	42716.68	45414.56	44515.28	1252.76	1116.50
20180713	45238.89	102.88	0.22793	47500.83	42976.95	45691.27	44786.51	1240.94	1134.00
20180716	45134.81	-104.08	-0.23007	47391.55	42878.07	45586.15	44683.47	1244.12	1128.50
20180719	44573.07	70.87	0.15925	46801.72	42344.42	45018.80	44127.34	1218.38	1138.00
20180725	44471.14	-187.71	-0.42032	46694.69	42247.59	44915.85	44026.43	1228.55	1126.00
20180731	43895.60	-103.15	-0.23444	46090.38	41700.82	44334.55	43456.65	1219.14	1120.00
20180803	43784.34	-414.09	-0.93689	45973.55	41595.13	44222.18	43346.50	1207.43	1128.00
20180806	43850.14	65.80	0.15028	46042.64	41657.64	44288.64	43411.64	1212.47	1125.00
20180809	43606.18	-69.68	-0.15954	45786.48	41425.88	44042.24	43170.12	1212.73	1118.50
20180821	42950.00	67.36	0.15708	45097.50	40802.50	43379.50	42520.50	1195.55	1117.50
20180824	42832.75	-66.92	-0.15599	44974.38	40691.12	43261.07	42404.43	1190.69	1119.00
20180827	43131.30	298.55	0.69701	45287.86	40974.74	43562.61	42699.99	1204.37	1114.00
20180830	42938.37	-34.67	-0.08068	45085.28	40791.46	43367.75	42508.99	1202.76	1110.50
20180905	43154.97	233.03	0.54292	45312.71	40997.23	43586.51	42723.43	1194.31	1124.00
20180911	43332.57	-7.24	-0.01671	45499.19	41165.95	43765.89	42899.25	1194.97	1128.00
20180914	43379.63	-143.17	-0.32895	45548.61	41210.65	43813.42	42945.84	1206.97	1118.00
20180917	43366.62	-13.01	-0.02999	45534.95	41198.29	43800.28	42932.96	1196.97	1127.00
20180920	43336.01	-78.69	-0.18125	45502.81	41169.21	43769.37	42902.65	1201.46	1122.00
20181001	42367.32	174.75	0.41417	44485.68	40248.96	42790.99	41943.65	1186.23	1111.00
20181004	43612.49	588.50	1.36784	45793.11	41431.87	44048.61	43176.37	1199.50	1131.00
20181010	43424.82	-253.93	-0.58136	45596.06	41253.58	43859.06	42990.58	1186.99	1138.00
20181016	44443.69	-380.57	-0.84903	46665.87	42221.51	44888.12	43999.26	1228.88	1125.00
20181019	44672.94	54.08	0.12120	46906.58	42439.30	45119.66	44226.22	1226.50	1133.00
20181022	44495.58	-177.36	-0.39702	46720.35	42270.81	44940.53	44050.63	1223.79	1131.00
20181025	45144.60	279.48	0.62293	47401.83	42887.37	45596.04	44693.16	1233.46	1138.50
20181031	44590.46	-203.82	-0.45501	46819.98	42360.94	45036.36	44144.56	1217.25	1139.50
20181106	44598.12	63.22	0.14196	46828.02	42368.22	45044.10	44152.14	1233.70	1124.50
20181109	44335.70	472.12	1.07634	46552.48	42118.92	44779.05	43892.35	1221.01	1129.50
20181112	44142.05	-193.65	-0.43678	46349.15	41934.95	44583.47	43700.63	1207.13	1137.50
20181115	44067.67	211.25	0.48169	46271.05	41864.29	44508.34	43627.00	1213.63	1129.50
20181121	44515.59	121.07	0.27271	46741.36	42289.82	44960.74	44070.44	1224.34	1131.00
20181127	44346.20	-110.42	-0.24838	46563.51	42128.89	44789.66	43902.74	1221.30	1129.50
20181130	44163.49	-17.59	-0.03981	46371.66	41955.32	44605.12	43721.86	1224.40	1122.00
20181205	44236.68	151.07	0.34267	46448.51	42024.85	44679.04	43794.32	1235.79	1113.50
20181211	45435.99	219.59	0.48564	47707.78	43164.20	45890.34	44981.64	1248.55	1132.00
20181214	45176.52	132.31	0.29373	47435.34	42917.70	45628.28	44724.76	1238.14	1135.00
20181217	45059.03	-117.49	-0.26007	47311.98	42806.08	45509.62	44608.44	1238.19	1132.00
20181220	45258.38	-79.64	-0.17566	47521.29	42995.47	45710.96	44805.80	1249.74	1126.50
20181226	46053.06	329.40	0.72041	48355.71	43750.41	46513.59	45592.53	1272.25	1126.00
