itemcode	date	close_val	change_val	open_val	high_val	low_val	itemname	country_name
TWS@TI01	20180515	10874.73	-77.66	10965.08	10978.38	10874.73	대만 가권	대만
TWS@TI01	20180518	10830.84	-2.97	10844.09	10893.35	10819.07	대만 가권	대만
TWS@TI01	20180521	10966.20	135.36	10861.66	10979.10	10861.66	대만 가권	대만
TWS@TI01	20180524	10936.93	50.75	10910.61	10942.64	10883.52	대만 가권	대만
TWS@TI01	20180530	10821.17	-142.95	10925.21	10925.21	10799.75	대만 가권	대만
TWS@TI01	20180605	11100.11	-9.39	11130.03	11131.08	11054.62	대만 가권	대만
TWS@TI01	20180608	11156.42	-95.33	11243.59	11243.59	11122.98	대만 가권	대만
TWS@TI01	20180611	11149.23	-7.19	11168.99	11186.67	11118.81	대만 가권	대만
TWS@TI01	20180614	11013.98	-159.23	11143.04	11143.04	11013.98	대만 가권	대만
TWS@TI01	20180620	10927.44	23.25	10904.80	10969.20	10842.56	대만 가권	대만
TWS@TI01	20180626	10742.17	-44.29	10730.90	10752.99	10651.42	대만 가권	대만
TWS@TI01	20180629	10836.91	182.63	10667.64	10836.91	10667.64	대만 가권	대만
TWS@TI01	20180704	10721.87	6.15	10714.25	10752.05	10680.44	대만 가권	대만
TWS@TI01	20180710	10756.89	36.61	10737.62	10776.47	10728.24	대만 가권	대만
TWS@TI01	20180713	10864.54	126.16	10769.70	10864.54	10769.70	대만 가권	대만
TWS@TI01	20180716	10817.45	-47.09	10867.97	10890.20	10817.45	대만 가권	대만
TWS@TI01	20180719	10835.38	-7.08	10868.56	10896.25	10826.14	대만 가권	대만
TWS@TI01	20180725	10965.79	-29.6	10957.66	10992.29	10956.00	대만 가권	대만
TWS@TI01	20180731	11057.51	23.97	10997.73	11057.51	10976.46	대만 가권	대만
TWS@TI01	20180803	11012.43	82.66	10957.30	11012.43	10957.30	대만 가권	대만
TWS@TI01	20180806	11024.10	11.67	10997.26	11054.49	10994.97	대만 가권	대만
TWS@TI01	20180809	11028.07	-47.18	11063.62	11063.62	11001.96	대만 가권	대만
TWS@TI01	20180815	10716.75	-107.48	10827.28	10827.28	10688.59	대만 가권	대만
TWS@TI01	20180821	10792.20	93.15	10697.01	10792.20	10697.01	대만 가권	대만
TWS@TI01	20180824	10809.35	-53.78	10865.91	10865.91	10770.32	대만 가권	대만
TWS@TI01	20180827	10902.21	92.86	10847.17	10916.69	10847.17	대만 가권	대만
TWS@TI01	20180830	11093.75	-5.82	11153.97	11186.05	11080.07	대만 가권	대만
TWS@TI01	20180905	10995.13	-26.25	11042.41	11058.06	10989.93	대만 가권	대만
TWS@TI01	20180911	10752.30	26.5	10723.00	10765.42	10669.59	대만 가권	대만
TWS@TI01	20180914	10868.14	140.91	10776.53	10882.04	10770.47	대만 가권	대만
TWS@TI01	20180917	10828.61	-39.53	10881.78	10883.98	10806.73	대만 가권	대만
TWS@TI01	20180920	10831.41	-25.86	10886.19	10908.36	10814.54	대만 가권	대만
TWS@TI01	20180926	10974.19	-4.66	10974.08	11007.35	10947.29	대만 가권	대만
TWS@TI01	20181001	11051.80	45.46	11014.19	11062.43	11012.95	대만 가권	대만
TWS@TI01	20181004	10718.91	-145.03	10826.19	10826.19	10707.76	대만 가권	대만
TWS@TI01	20181016	9981.10	79.98	9891.97	10011.19	9888.73	대만 가권	대만
TWS@TI01	20181019	9919.26	-34.47	9879.47	9919.26	9762.91	대만 가권	대만
TWS@TI01	20181022	9974.28	55.02	9871.30	9984.15	9822.15	대만 가권	대만
TWS@TI01	20181025	9520.79	-238.61	9622.95	9622.95	9475.61	대만 가권	대만
TWS@TI01	20181031	9802.13	276.02	9588.86	9802.13	9588.86	대만 가권	대만
TWS@TI01	20181106	9824.95	-64.86	9888.41	9899.97	9782.86	대만 가권	대만
TWS@TI01	20181109	9830.01	-115.3	9921.78	9921.78	9798.45	대만 가권	대만
TWS@TI01	20181112	9831.21	1.2	9806.80	9875.84	9764.46	대만 가권	대만
TWS@TI01	20181115	9826.46	34.58	9806.58	9844.39	9755.12	대만 가권	대만
TWS@TI01	20181121	9741.52	-2.47	9698.52	9753.69	9632.47	대만 가권	대만
TWS@TI01	20181127	9778.62	13.26	9728.95	9781.40	9688.74	대만 가권	대만
TWS@TI01	20181130	9888.03	2.67	9899.24	9957.63	9888.03	대만 가권	대만
TWS@TI01	20181205	9916.74	-166.8	9971.98	9971.98	9895.29	대만 가권	대만
TWS@TI01	20181211	9707.04	59.5	9661.72	9720.96	9661.72	대만 가권	대만
TWS@TI01	20181214	9774.16	-84.6	9818.95	9818.95	9718.94	대만 가권	대만
TWS@TI01	20181217	9787.53	13.37	9762.49	9826.88	9733.98	대만 가권	대만
TWS@TI01	20181220	9674.52	-108.69	9729.29	9741.55	9658.50	대만 가권	대만
TWS@TI01	20181226	9478.99	-48.1	9544.87	9591.91	9473.30	대만 가권	대만
NAS@SOX	20150107	665.27	6.44	660.42	668.22	658.75	필라델피아 반도체	미국
NAS@SOX	20150113	665.58	-6.25	677.69	685.29	661.91	필라델피아 반도체	미국
NAS@SOX	20150116	663.86	7.35	654.27	664.61	651.58	필라델피아 반도체	미국
NAS@SOX	20150122	682.48	4.31	676.84	682.91	664.92	필라델피아 반도체	미국
NAS@SOX	20150128	666.07	-3.72	677.26	684.16	666.01	필라델피아 반도체	미국
NAS@SOX	20150203	666.93	11.74	657.71	667.11	656.82	필라델피아 반도체	미국
NAS@SOX	20150206	671.85	-3.85	676.12	682.02	670.02	필라델피아 반도체	미국
NAS@SOX	20150209	664.54	-7.31	669.43	670.06	662.95	필라델피아 반도체	미국
NAS@SOX	20150212	700.19	10.95	692.34	700.19	691.91	필라델피아 반도체	미국
NAS@SOX	20150218	705.16	-1.98	704.49	707.01	702.24	필라델피아 반도체	미국
NAS@SOX	20150224	716.12	9.41	705.15	716.26	702.06	필라델피아 반도체	미국
NAS@SOX	20150227	714.65	-2.02	716.66	718.60	712.71	필라델피아 반도체	미국
NAS@SOX	20150302	734.51	19.86	720.85	734.53	720.85	필라델피아 반도체	미국
NAS@SOX	20150305	720.26	0.72	722.69	724.29	716.98	필라델피아 반도체	미국
NAS@SOX	20150311	703.17	1.86	704.97	710.46	703.01	필라델피아 반도체	미국
NAS@SOX	20150317	713.19	-5.34	712.81	714.44	709.08	필라델피아 반도체	미국
NAS@SOX	20150320	730.91	10.71	726.06	732.73	724.23	필라델피아 반도체	미국
NAS@SOX	20150323	723.96	-6.95	730.28	731.30	724.43	필라델피아 반도체	미국
NAS@SOX	20150326	675.24	-9.49	665.79	679.77	660.58	필라델피아 반도체	미국
NAS@SOX	20150401	691.19	-4.29	693.05	694.63	685.57	필라델피아 반도체	미국
NAS@SOX	20150407	692.94	0.26	692.29	698.75	691.63	필라델피아 반도체	미국
NAS@SOX	20150410	709.05	2.87	706.28	709.06	705.38	필라델피아 반도체	미국
NAS@SOX	20150413	704.52	-4.53	710.62	712.66	703.80	필라델피아 반도체	미국
NAS@SOX	20150416	706.08	-3.23	703.59	707.28	702.78	필라델피아 반도체	미국
NAS@SOX	20150422	716.82	9.7	712.20	717.15	705.93	필라델피아 반도체	미국
NAS@SOX	20150428	696.24	0.13	696.30	697.55	686.53	필라델피아 반도체	미국
NAS@SOX	20150506	687.45	-0.95	690.89	693.71	682.69	필라델피아 반도체	미국
NAS@SOX	20150512	696.18	-6.14	699.00	700.17	692.76	필라델피아 반도체	미국
NAS@SOX	20150515	709.52	1.2	710.04	712.48	706.25	필라델피아 반도체	미국
NAS@SOX	20150518	716.54	7.02	710.89	716.94	708.63	필라델피아 반도체	미국
NAS@SOX	20150521	718.44	3.97	714.26	719.74	710.92	필라델피아 반도체	미국
NAS@SOX	20150527	742.35	27.6	717.06	744.77	716.34	필라델피아 반도체	미국
NAS@SOX	20150602	737.28	-8.79	743.14	743.40	736.86	필라델피아 반도체	미국
NAS@SOX	20150605	726.29	0.48	724.91	728.12	719.51	필라델피아 반도체	미국
NAS@SOX	20150608	712.37	-13.92	725.96	726.13	710.70	필라델피아 반도체	미국
NAS@SOX	20150611	720.53	-0.4	722.30	724.34	719.88	필라델피아 반도체	미국
NAS@SOX	20150617	715.20	0.12	716.08	717.98	712.06	필라델피아 반도체	미국
NAS@SOX	20150623	723.88	-4.34	729.76	730.57	721.76	필라델피아 반도체	미국
NAS@SOX	20150626	698.36	-17.48	708.02	708.82	695.37	필라델피아 반도체	미국
NAS@SOX	20150629	678.07	-20.28	685.10	692.99	677.51	필라델피아 반도체	미국
NAS@SOX	20150701	682.13	1.6	687.69	690.87	680.54	필라델피아 반도체	미국
NAS@SOX	20150707	672.91	-2.2	673.51	674.65	652.88	필라델피아 반도체	미국
NAS@SOX	20150710	658.88	12.24	654.61	661.13	653.66	필라델피아 반도체	미국
NAS@SOX	20150713	663.97	5.09	664.88	665.44	659.14	필라델피아 반도체	미국
NAS@SOX	20150716	668.61	1.59	670.54	670.54	662.30	필라델피아 반도체	미국
NAS@SOX	20150722	646.13	-16.73	642.21	647.78	638.95	필라델피아 반도체	미국
NAS@SOX	20150728	650.90	13.02	640.95	655.11	636.00	필라델피아 반도체	미국
NAS@SOX	20150731	646.29	-7.87	654.44	654.49	645.36	필라델피아 반도체	미국
NAS@SOX	20150803	644.35	-1.93	645.92	647.06	640.95	필라델피아 반도체	미국
NAS@SOX	20150806	633.13	-11.49	644.58	644.82	628.29	필라델피아 반도체	미국
NAS@SOX	20150812	641.52	3.67	628.13	644.43	625.23	필라델피아 반도체	미국
NAS@SOX	20150818	624.01	-13.25	634.70	635.21	622.94	필라델피아 반도체	미국
NAS@SOX	20150821	578.59	-16.18	587.83	596.32	578.58	필라델피아 반도체	미국
NAS@SOX	20150824	566.58	-12.02	545.42	590.95	543.03	필라델피아 반도체	미국
NAS@SOX	20150827	609.76	21.93	597.24	610.51	597.20	필라델피아 반도체	미국
NAS@SOX	20150902	603.78	13.66	600.39	603.79	593.19	필라델피아 반도체	미국
NAS@SOX	20150908	624.06	26.44	613.37	624.55	612.57	필라델피아 반도체	미국
NAS@SOX	20150911	615.81	0.47	609.09	616.29	607.44	필라델피아 반도체	미국
NAS@SOX	20150914	617.67	1.86	619.39	620.72	615.02	필라델피아 반도체	미국
NAS@SOX	20150917	621.05	-5.52	625.14	631.36	620.14	필라델피아 반도체	미국
NAS@SOX	20150923	590.74	-4.32	595.90	598.69	590.11	필라델피아 반도체	미국
NAS@SOX	20150929	580.48	4.07	577.50	585.87	573.64	필라델피아 반도체	미국
NAS@SOX	20151001	595.63	-7.11	602.01	602.25	585.44	필라델피아 반도체	미국
NAS@SOX	20151007	631.32	9.37	627.82	633.95	619.80	필라델피아 반도체	미국
NAS@SOX	20151013	622.28	-8.27	625.24	629.34	622.08	필라델피아 반도체	미국
NAS@SOX	20151016	652.63	0.74	651.43	653.79	647.47	필라델피아 반도체	미국
NAS@SOX	20151019	652.88	0.24	651.01	657.10	647.85	필라델피아 반도체	미국
NAS@SOX	20151022	675.95	22.7	664.80	676.71	664.62	필라델피아 반도체	미국
NAS@SOX	20151028	677.21	11.5	670.14	677.35	667.44	필라델피아 반도체	미국
NAS@SOX	20151103	671.69	3.15	666.56	674.43	666.36	필라델피아 반도체	미국
NAS@SOX	20151106	676.47	17.11	665.35	676.84	665.19	필라델피아 반도체	미국
NAS@SOX	20151109	669.94	-6.53	673.11	673.11	666.58	필라델피아 반도체	미국
NAS@SOX	20151112	649.77	-8.51	654.52	658.63	649.73	필라델피아 반도체	미국
NAS@SOX	20151118	662.14	6.32	655.12	662.53	651.65	필라델피아 반도체	미국
NAS@SOX	20151124	665.61	8.43	656.39	666.80	655.80	필라델피아 반도체	미국
NAS@SOX	20151127	670.51	4.42	666.71	671.27	666.39	필라델피아 반도체	미국
NAS@SOX	20151130	677.14	6.63	670.83	677.79	669.52	필라델피아 반도체	미국
NAS@SOX	20151202	682.69	-3.84	688.13	690.56	681.86	필라델피아 반도체	미국
NAS@SOX	20151208	679.03	-5.82	675.01	681.27	672.97	필라델피아 반도체	미국
NAS@SOX	20151211	660.78	-13.45	666.30	669.44	660.17	필라델피아 반도체	미국
NAS@SOX	20151214	656.49	-4.29	653.10	656.51	650.10	필라델피아 반도체	미국
NAS@SOX	20151217	661.71	-10.0	676.38	677.70	661.53	필라델피아 반도체	미국
NAS@SOX	20151223	671.78	4.68	668.06	672.44	666.52	필라델피아 반도체	미국
NAS@SOX	20151229	679.78	8.03	674.53	682.36	673.75	필라델피아 반도체	미국
NAS@SOX	20160112	608.56	5.01	610.32	613.99	599.91	필라델피아 반도체	미국
NAS@SOX	20160115	574.29	-27.27	574.53	581.61	566.30	필라델피아 반도체	미국
NAS@SOX	20160121	587.56	8.62	585.23	594.78	578.58	필라델피아 반도체	미국
NAS@SOX	20160127	588.68	-7.18	593.70	599.93	585.76	필라델피아 반도체	미국
NAS@SOX	20160202	595.70	-20.91	608.51	609.24	594.13	필라델피아 반도체	미국
NAS@SOX	20160205	586.25	-21.47	603.94	605.02	584.22	필라델피아 반도체	미국
NAS@SOX	20160208	571.45	-14.8	576.70	576.70	562.61	필라델피아 반도체	미국
NAS@SOX	20160211	559.18	-4.47	554.98	562.55	552.26	필라델피아 반도체	미국
NAS@SOX	20160217	606.05	14.12	595.43	606.97	594.97	필라델피아 반도체	미국
NAS@SOX	20160223	604.87	-10.13	611.51	613.34	604.08	필라델피아 반도체	미국
NAS@SOX	20160226	624.65	3.58	625.00	626.89	621.55	필라델피아 반도체	미국
NAS@SOX	20160229	622.11	-2.54	624.90	632.99	622.10	필라델피아 반도체	미국
NAS@SOX	20160301	639.90	17.78	627.58	639.93	626.48	필라델피아 반도체	미국
NAS@SOX	20160304	650.62	6.73	648.66	655.66	643.47	필라델피아 반도체	미국
NAS@SOX	20160307	652.68	2.06	647.07	655.72	644.02	필라델피아 반도체	미국
NAS@SOX	20160310	646.58	3.31	647.02	652.41	637.45	필라델피아 반도체	미국
NAS@SOX	20160316	661.19	5.78	652.48	661.91	652.22	필라델피아 반도체	미국
NAS@SOX	20160322	675.30	-0.66	672.26	677.56	670.70	필라델피아 반도체	미국
NAS@SOX	20160328	665.21	-0.92	664.52	667.57	663.81	필라델피아 반도체	미국
NAS@SOX	20160331	676.89	-3.9	679.11	679.97	676.61	필라델피아 반도체	미국
NAS@SOX	20160406	678.22	6.88	669.86	678.56	665.35	필라델피아 반도체	미국
NAS@SOX	20160412	669.74	-0.86	672.10	672.26	661.26	필라델피아 반도체	미국
NAS@SOX	20160415	673.49	-5.78	676.95	679.24	673.35	필라델피아 반도체	미국
NAS@SOX	20160418	673.96	0.47	671.04	675.62	669.48	필라델피아 반도체	미국
NAS@SOX	20160421	667.68	-4.47	671.40	671.91	664.91	필라델피아 반도체	미국
NAS@SOX	20160427	681.26	6.84	669.98	682.18	667.04	필라델피아 반도체	미국
NAS@SOX	20160502	650.28	4.94	647.06	651.13	642.24	필라델피아 반도체	미국
NAS@SOX	20160505	636.81	1.91	639.82	642.78	634.73	필라델피아 반도체	미국
NAS@SOX	20160511	642.29	-2.01	642.28	648.08	641.68	필라델피아 반도체	미국
NAS@SOX	20160517	638.89	-4.44	642.79	645.74	636.93	필라델피아 반도체	미국
NAS@SOX	20160520	665.09	20.35	653.54	665.42	653.54	필라델피아 반도체	미국
NAS@SOX	20160523	669.46	4.38	668.44	675.43	668.27	필라델피아 반도체	미국
NAS@SOX	20160526	691.58	2.11	690.47	693.12	688.60	필라델피아 반도체	미국
NAS@SOX	20160601	703.29	3.93	696.64	704.05	696.09	필라델피아 반도체	미국
NAS@SOX	20160607	710.55	6.85	707.20	711.89	706.77	필라델피아 반도체	미국
NAS@SOX	20160610	699.04	-11.88	703.45	703.60	696.72	필라델피아 반도체	미국
NAS@SOX	20160613	695.42	-3.62	695.93	703.49	694.22	필라델피아 반도체	미국
NAS@SOX	20160616	694.79	-0.07	688.97	695.50	683.11	필라델피아 반도체	미국
NAS@SOX	20160622	698.25	-1.15	699.86	705.99	697.64	필라델피아 반도체	미국
NAS@SOX	20160628	665.75	17.44	658.29	666.80	656.96	필라델피아 반도체	미국
NAS@SOX	20160706	673.55	1.04	667.81	674.67	661.31	필라델피아 반도체	미국
NAS@SOX	20160712	718.36	9.45	715.93	720.31	714.75	필라델피아 반도체	미국
NAS@SOX	20160715	723.64	-0.59	723.15	724.82	721.03	필라델피아 반도체	미국
NAS@SOX	20160718	734.55	10.9	732.63	735.74	731.85	필라델피아 반도체	미국
NAS@SOX	20160721	738.30	-5.44	744.40	744.72	735.32	필라델피아 반도체	미국
NAS@SOX	20160727	774.93	0.01	781.11	782.14	770.83	필라델피아 반도체	미국
NAS@SOX	20160802	755.73	-12.29	765.67	765.81	751.44	필라델피아 반도체	미국
NAS@SOX	20160805	773.78	10.2	767.38	774.05	767.38	필라델피아 반도체	미국
NAS@SOX	20160808	772.44	-1.34	775.28	777.72	771.07	필라델피아 반도체	미국
NAS@SOX	20160811	776.26	3.44	774.87	777.27	772.04	필라델피아 반도체	미국
NAS@SOX	20160817	784.61		784.41	785.01	780.40	필라델피아 반도체	미국
NAS@SOX	20160823	801.31	4.02	802.09	804.69	800.73	필라델피아 반도체	미국
NAS@SOX	20160826	801.40	3.93	799.51	807.11	795.65	필라델피아 반도체	미국
NAS@SOX	20160829	803.62	2.22	803.19	806.81	802.71	필라델피아 반도체	미국
NAS@SOX	20160901	808.36	6.88	802.09	808.36	797.76	필라델피아 반도체	미국
NAS@SOX	20160907	799.20	-5.9	805.80	806.78	797.81	필라델피아 반도체	미국
NAS@SOX	20160913	776.74	-7.21	779.84	786.31	772.81	필라델피아 반도체	미국
NAS@SOX	20160916	801.55	-0.22	806.07	808.83	795.86	필라델피아 반도체	미국
NAS@SOX	20160919	803.06	1.51	806.43	814.60	800.17	필라델피아 반도체	미국
NAS@SOX	20160922	813.51	2.86	816.39	818.38	810.71	필라델피아 반도체	미국
NAS@SOX	20160928	812.47	1.63	813.24	816.45	806.95	필라델피아 반도체	미국
NAS@SOX	20161003	829.49	-6.11	836.74	840.80	828.04	필라델피아 반도체	미국
NAS@SOX	20161006	838.60	4.89	832.16	839.13	827.82	필라델피아 반도체	미국
NAS@SOX	20161012	812.62	-2.69	813.61	814.86	805.19	필라델피아 반도체	미국
NAS@SOX	20161018	814.74	9.75	815.87	817.69	812.52	필라델피아 반도체	미국
NAS@SOX	20161021	814.53	-2.2	812.66	815.78	806.79	필라델피아 반도체	미국
NAS@SOX	20161024	829.79	15.26	819.69	830.23	819.69	필라델피아 반도체	미국
NAS@SOX	20161027	823.74	-3.48	834.48	837.80	822.83	필라델피아 반도체	미국
NAS@SOX	20161102	810.57	-5.51	818.43	821.16	808.15	필라델피아 반도체	미국
NAS@SOX	20161108	827.68	1.81	825.86	832.68	820.91	필라델피아 반도체	미국
NAS@SOX	20161111	837.24	31.15	819.15	838.02	819.09	필라델피아 반도체	미국
NAS@SOX	20161114	832.08	-5.16	837.69	839.00	829.98	필라델피아 반도체	미국
NAS@SOX	20161117	866.84	9.29	858.79	870.75	855.60	필라델피아 반도체	미국
NAS@SOX	20161123	889.31	1.04	887.57	891.00	883.35	필라델피아 반도체	미국
NAS@SOX	20161129	885.25	-2.0	885.87	890.86	881.52	필라델피아 반도체	미국
NAS@SOX	20161201	836.79	-42.67	878.91	878.96	832.13	필라델피아 반도체	미국
NAS@SOX	20161207	888.45	18.45	869.80	889.84	866.62	필라델피아 반도체	미국
NAS@SOX	20161213	895.55	10.09	890.08	901.59	888.70	필라델피아 반도체	미국
NAS@SOX	20161216	900.85	-9.12	912.40	916.57	896.69	필라델피아 반도체	미국
NAS@SOX	20161219	909.68	8.83	904.57	913.29	902.39	필라델피아 반도체	미국
NAS@SOX	20161222	923.06	4.73	927.73	928.29	919.45	필라델피아 반도체	미국
NAS@SOX	20161228	921.09	-18.12	943.20	944.23	920.67	필라델피아 반도체	미국
NAS@SOX	20170105	901.69	-8.08	909.91	914.76	900.21	필라델피아 반도체	미국
NAS@SOX	20170111	926.54	3.48	922.39	926.63	919.64	필라델피아 반도체	미국
NAS@SOX	20170117	909.48	-15.19	919.91	920.61	906.56	필라델피아 반도체	미국
NAS@SOX	20170120	930.01	11.98	927.56	935.58	927.45	필라델피아 반도체	미국
NAS@SOX	20170123	923.77	-6.24	924.13	928.20	916.86	필라델피아 반도체	미국
NAS@SOX	20170126	950.32	-5.74	955.15	955.99	946.62	필라델피아 반도체	미국
NAS@SOX	20170201	960.11	15.83	955.50	960.11	949.91	필라델피아 반도체	미국
NAS@SOX	20170207	970.59	3.2	972.00	974.06	965.22	필라델피아 반도체	미국
NAS@SOX	20170210	963.05	-0.75	969.10	969.99	953.91	필라델피아 반도체	미국
NAS@SOX	20170213	965.70	2.65	968.91	971.61	963.71	필라델피아 반도체	미국
NAS@SOX	20170216	971.24	0.7	971.02	972.80	965.34	필라델피아 반도체	미국
NAS@SOX	20170222	990.07	-0.37	989.90	991.24	985.99	필라델피아 반도체	미국
NAS@SOX	20170228	969.38	-13.01	982.30	982.42	967.37	필라델피아 반도체	미국
NAS@SOX	20170303	973.97	-0.36	973.88	975.29	968.27	필라델피아 반도체	미국
NAS@SOX	20170306	974.18	0.22	968.15	976.03	963.03	필라델피아 반도체	미국
NAS@SOX	20170309	980.48	1.48	976.00	982.45	973.34	필라델피아 반도체	미국
NAS@SOX	20170315	1004.65	8.32	996.36	1006.21	992.94	필라델피아 반도체	미국
NAS@SOX	20170321	988.42	-23.87	1015.94	1017.14	986.99	필라델피아 반도체	미국
NAS@SOX	20170324	1004.35	7.5	1012.41	1016.68	1000.53	필라델피아 반도체	미국
NAS@SOX	20170327	1005.95	1.6	994.09	1008.48	990.66	필라델피아 반도체	미국
NAS@SOX	20170330	1011.81	5.32	1005.77	1014.00	1005.39	필라델피아 반도체	미국
NAS@SOX	20170405	993.53	-6.95	1002.75	1010.02	992.76	필라델피아 반도체	미국
NAS@SOX	20170411	983.34	-8.28	983.96	984.42	968.77	필라델피아 반도체	미국
NAS@SOX	20170417	972.56	12.55	964.78	972.69	964.66	필라델피아 반도체	미국
NAS@SOX	20170420	997.55	15.5	988.18	999.18	984.46	필라델피아 반도체	미국
NAS@SOX	20170426	1009.16	-8.65	1015.47	1017.86	1005.83	필라델피아 반도체	미국
NAS@SOX	20170501	1015.43	9.9	1007.70	1015.80	1003.08	필라델피아 반도체	미국
NAS@SOX	20170504	1006.83	-1.22	1008.96	1010.69	1002.95	필라델피아 반도체	미국
NAS@SOX	20170510	1038.92	21.42	1032.32	1040.57	1029.94	필라델피아 반도체	미국
NAS@SOX	20170516	1076.85	15.8	1066.40	1077.05	1061.45	필라델피아 반도체	미국
NAS@SOX	20170519	1060.77	11.48	1057.53	1064.30	1057.48	필라델피아 반도체	미국
NAS@SOX	20170522	1072.30	11.54	1066.40	1072.77	1065.13	필라델피아 반도체	미국
NAS@SOX	20170525	1080.75	5.9	1079.99	1084.02	1073.65	필라델피아 반도체	미국
NAS@SOX	20170531	1091.42	-0.03	1101.12	1101.76	1086.26	필라델피아 반도체	미국
NAS@SOX	20170606	1110.08	3.86	1102.59	1117.48	1101.00	필라델피아 반도체	미국
NAS@SOX	20170609	1090.05	-48.2	1145.18	1149.86	1068.56	필라델피아 반도체	미국
NAS@SOX	20170612	1084.44	-5.61	1074.94	1087.86	1053.33	필라델피아 반도체	미국
NAS@SOX	20170615	1070.76	-9.06	1061.57	1074.44	1060.66	필라델피아 반도체	미국
NAS@SOX	20170621	1087.42	12.54	1080.51	1088.16	1075.60	필라델피아 반도체	미국
NAS@SOX	20170627	1048.66	-29.26	1072.61	1072.61	1048.52	필라델피아 반도체	미국
NAS@SOX	20170630	1034.91	-5.51	1044.97	1048.69	1030.51	필라델피아 반도체	미국
NAS@SOX	20170705	1041.78	21.28	1027.88	1043.15	1026.99	필라델피아 반도체	미국
NAS@SOX	20170711	1075.42	8.32	1066.87	1076.06	1063.50	필라델피아 반도체	미국
NAS@SOX	20170714	1104.32	14.19	1094.61	1104.81	1093.82	필라델피아 반도체	미국
NAS@SOX	20170717	1099.55	-4.76	1106.85	1107.13	1096.09	필라델피아 반도체	미국
NAS@SOX	20170720	1116.62	3.43	1113.59	1117.89	1104.58	필라델피아 반도체	미국
NAS@SOX	20170726	1115.35	12.76	1111.94	1119.69	1108.51	필라델피아 반도체	미국
NAS@SOX	20170801	1091.13	5.98	1087.75	1091.44	1083.01	필라델피아 반도체	미국
NAS@SOX	20170804	1079.45	0.65	1080.23	1087.80	1076.42	필라델피아 반도체	미국
NAS@SOX	20170807	1098.25	18.81	1082.85	1098.59	1082.57	필라델피아 반도체	미국
NAS@SOX	20170810	1060.02	-30.47	1082.09	1084.25	1059.65	필라델피아 반도체	미국
NAS@SOX	20170816	1098.07	1.64	1099.85	1102.62	1093.13	필라델피아 반도체	미국
NAS@SOX	20170822	1081.64	17.12	1071.98	1083.57	1071.76	필라델피아 반도체	미국
NAS@SOX	20170825	1080.50	-5.43	1090.70	1091.84	1078.81	필라델피아 반도체	미국
NAS@SOX	20170828	1082.62	2.12	1083.67	1083.94	1077.28	필라델피아 반도체	미국
NAS@SOX	20170831	1114.31	10.62	1106.35	1115.51	1105.22	필라델피아 반도체	미국
NAS@SOX	20170906	1105.76	2.13	1108.60	1110.56	1099.88	필라델피아 반도체	미국
NAS@SOX	20170912	1120.20	4.74	1118.36	1123.11	1113.57	필라델피아 반도체	미국
NAS@SOX	20170915	1146.68	19.26	1130.36	1147.64	1130.28	필라델피아 반도체	미국
NAS@SOX	20170918	1160.90	14.21	1153.77	1168.03	1153.74	필라델피아 반도체	미국
NAS@SOX	20170921	1143.87	-4.74	1146.48	1147.73	1134.13	필라델피아 반도체	미국
NAS@SOX	20170927	1153.00	26.6	1141.09	1157.54	1137.90	필라델피아 반도체	미국
NAS@SOX	20171002	1178.75	7.02	1176.61	1184.07	1170.74	필라델피아 반도체	미국
NAS@SOX	20171005	1186.07	0.83	1188.57	1189.56	1179.53	필라델피아 반도체	미국
NAS@SOX	20171011	1215.19	7.99	1204.90	1215.57	1204.03	필라델피아 반도체	미국
NAS@SOX	20171017	1224.12	-0.87	1223.17	1225.01	1218.38	필라델피아 반도체	미국
NAS@SOX	20171020	1231.34	6.29	1235.44	1237.63	1229.48	필라델피아 반도체	미국
NAS@SOX	20171023	1237.14	5.8	1237.33	1243.93	1231.64	필라델피아 반도체	미국
NAS@SOX	20171026	1237.03	7.76	1233.98	1239.57	1230.55	필라델피아 반도체	미국
NAS@SOX	20171101	1271.51	-4.1	1284.13	1284.68	1260.07	필라델피아 반도체	미국
NAS@SOX	20171107	1316.55	-0.79	1314.69	1319.22	1308.01	필라델피아 반도체	미국
NAS@SOX	20171110	1303.06	8.4	1298.35	1303.98	1295.37	필라델피아 반도체	미국
NAS@SOX	20171113	1306.58	3.52	1297.50	1308.13	1296.42	필라델피아 반도체	미국
NAS@SOX	20171116	1313.11	19.91	1301.39	1318.11	1301.36	필라델피아 반도체	미국
NAS@SOX	20171122	1329.10	-8.82	1339.69	1340.47	1327.04	필라델피아 반도체	미국
NAS@SOX	20171128	1323.08	-1.07	1326.17	1326.46	1316.14	필라델피아 반도체	미국
NAS@SOX	20171206	1232.26	3.75	1217.28	1234.30	1211.49	필라델피아 반도체	미국
NAS@SOX	20171212	1233.18	-12.39	1240.69	1241.62	1232.20	필라델피아 반도체	미국
NAS@SOX	20171215	1250.89	18.46	1234.59	1254.61	1231.99	필라델피아 반도체	미국
NAS@SOX	20171218	1277.91	27.02	1262.84	1278.31	1259.78	필라델피아 반도체	미국
NAS@SOX	20171221	1271.81	-13.63	1286.42	1287.21	1270.53	필라델피아 반도체	미국
NAS@SOX	20171227	1263.36	4.48	1259.84	1269.22	1258.63	필라델피아 반도체	미국
